//Index		Message
822 "אין לך את הפריטים הנדרשים."
823 "הפקודה הושלמה בהצלחה."
824 "אין לך מקום במארז."
825 "[TvTEvent] נסגר בעוד %d דקות!"
826 "היכנס עכשיו ל-TvT."
827 "[TvTEvent] נסגר!"
828 "[TvTEvent] מתחיל בעוד %d דקות!"
829 "[TvTEvent] התחיל!"
830 "[TvTEvent] סיים!"
831 "[TvTEvent] אתה לא יכול להיכנס!"
832 "[TvTEvent] זה לא פתוח!"
833 "[TvTEvent] אין לך את הפריט להיכנס"
834 "אין לך את הכמות שאתה צריך לקנות"
835 "אסור במסחר!"
836 "%d זן מנוכה עבור פקודה זו."
837 "ערך לשימוש: %d WC, %d WP, %d GP!"
838 "הזן את הפקודה שוב אם ברצונך להשתמש בה."
839 "חבר אחר בגילדיה כבר פתח את הכסף הפנימי!"
840 "אין לך רשות להשתמש בארון הגילדיה!"
841 "%s אסר את הדמות %s למשך %d ימים!"
842 "%s אסר את החשבון של הדמות %s למשך %d ימים!"
843 "[AntiHack] זוהה SpeedHack !!!"
844 "[Trade] סכום נדרש: %d זן!"
845 "[Trade] סכום נדרש: %d WC!"
846 "[Trade] סכום נדרש: %d WP!"
847 "[Trade] סכום נדרש: %d GP!"
848 "[Trade] %s אין לו את הערך הנדרש!"
849 "[QUEST %d] נדרש %d כסף!"
850 "[QUEST %d] נדרש %d זהב!"
851 "[QUEST %d] נדרש %d PcPoint!"
852 "[QUEST %d] אין מקום במארז לקבלת הפרס שלך!"
853 "[QUEST %d] הבאף כבר פעיל, עשה את המשימה מאוחר יותר!"
854 "עליך להרוג את %d המפלצות כדי להשלים את המשימה!"
855 "המשימה הושלמה!"
856 "[QUEST %d] אין לך את התוכן הנדרש!"
857 "[QUEST %d] נדרשו %d ההרוגות להמשך!"
858 "חדר למתחילים! יוצא בעוד %d שניות"
859 "אתה לא יכול לגשת לחדר הזה! יוצא בעוד %d שניות"
860 "[QUEST] מזל טוב, כבר השלמת את המשימה הזו!"
870 "[Online Reward Coin] זכית WC: %d"
871 "[Online Reward Coin] זכית WP: %d"
872 "[Online Reward Coin] זכית GP: %d"
873 "BotAlchemist KoshGames[EN]"
874 "נדרש [%d] זן."
875 "יוזנו לך %d וו-קוינס בסופו."
876 "נדרשו %d וו-קוינס"
877 "עליך לשים רק 2 פריטים!"
878 "נתמכים רק נשקים וסטים!"
879 "עליך לשים שני פריטים!"
880 "עליך לשים שני פריטים מאותו הסוג!"
881 "רק פריטים נמוכים מהקטגוריה המקורית עובדים עם האלכימיה שלי!"
882 "אני לא יכול לעבוד עם פריטים עתיקים!"
883 "אין מקום פנוי במארז!"
884 "השילוב נכשל!"
885 "השילוב הצליח!"
886 "אני עובד רק עם VIPs!"
887 "אני מוכן!"
888 "[%s] פנה סביב לזהות בהצלחה, קבל פרס!"
890 "[LuckyWheel] נדרשים [%d] וו-קוינס כדי להשתמש בי."
891 "רכישת פריט הצליחה!"
892 "נדרשים לך עוד WCoins"
893 "הפריט נוטרל!"
894 "אינך יכול לקנות פריטים במספר הימים הזה!"
895 "המארז שלך מלא"
896 "אתה יכול לבחור רק %d אפשרות מצויינת"
897 "[%s] חסר %d דקה להתחלת האירוע"
898 "הזמן להגיש את העצה פג תוקף."
899 "אתה לא יכול להתחתן ברגע זה!"
900 "אהבים שלך עזבו."
901 "שניים חייבים להיות מול מזבח הכנסייה בדוויס!"
902 "שניים דורשים %d %s+%d כדי להיתחתן!"
903 "מזל טוב! אתה נשאת עם %s!"
904 "מזל טוב %s ו-%s שנישאו!"
905 "אתה לא יכול להתגרש כרגע!"
906 "אתה צריך %d %s+%d כדי להתגרש!"
907 "הגירוש שלו היה מוצלח, בהצלחה בפעם הבאה."
908 "הזוג שלך לא מחובר כרגע!"
909 "אתה לא יכול ללכת עם הזוג שלך כרגע!"
910 "[MARRIAGE] הצעת הנישואין שלך נשלחה!"
911 "[MARRIAGE] %s רוצה להתחתן איתך!"
912 "נישואים חד-מיניים לא מותרים."
913 "%s כבר נשואה!"
914 "אתה כבר נשוא ל-%s!"
915 "אתה לא יכול להתחתן עם עצמך!"
916 "שחקן יעד לא נמצא או לא מחובר!"
917 "אתה חייב להיות נשוי כדי להשתמש בחנות"
918 "ברוך הבא, קיבלת מתנה."
919 "[ResetReward] אחסון מלא, נדרש מקום (8x8)"
920 "[ResetReward] +WCoinC(%d) +WCoinP(%d) +GPCoin(%d)"
921 "[ResetReward] זכית בפריט חדש [%s]."
922 "[NPCMoveReq] אינו זמין עבור [%s]."
923 "[NPCMoveReq] כמות מוצרים [%d], שם מוצר[%s], רמת מוצר[%d]"
924 "[NPCMoveReq] אתה לא יכול להתקדם עם הפריט [%s] מחובר"
925 "[AcheronNpc] כמות מוצרים [%d], שם מוצר[%s], רמת מוצר[%d]"
926 "[AcheronNpc] אתה לא יכול להתקדם עם הפריט [%s] מחובר"
927 "[ShopInfo] הפריטים הזמניים אינם יכולים להיות מכורים"
928 "[ShopGame] נדרש מקום של (H: %d - W %d)"
929 "[ShopGame] אין לך מספיק זן [%d] לביצוע הרכישה."
930 "[ShopGame] אין לך מספיק WCoinC [%d] לביצוע הרכישה."
931 "[ShopGame] אין לך מספיק WCoinP [%d] לביצוע הרכישה."
932 "[ShopGame] אין לך מספיק נקודות גובלין [%d] לביצוע הרכישה."
933 "[ShopGame] רכישה הצליחה."
934 "[GvGEvent] סגור בעוד %d דקה(ות)"
935 "כניסה לאירוע הגילד וס גילד"
936 "[GvGEvent] סגור!"
937 "[GvGEvent] מתחיל בעוד %d דקה(ות)"
938 "[GvGEvent] התחיל!"
939 "[GvGEvent] רק כעת!!"
940 "[GvGEvent] אתה לא יכול להיכנס!"
941 "[GvGEvent] זה לא פתוח!"
942 "[GvGEvent] אין לך את הפריט הנדרש להיכנס!"
943 "[GvGEvent] אתה צריך להיות בגילד!"
944 "[GvGEvent] רק GameMaster הגילד יכול להיכנס קודם!"
945 "[GvGEvent] %d נקודה(ות) עבור הגילד %s!"
946 "[GvGEvent] בוטל!"
947 "[GvGEvent] הגילד %s זכתה באירוע!"
948 "[ExchangeCoin] ערך נדרש: %d WC!"
949 "[ExchangeCoin] ערך נדרש: %d WP!"
950 "[ExchangeCoin] ערך נדרש: %d GP!"
951 "[ExchangeCoin] ההחלפה בוצעה בהצלחה!"
952 "[Online Reward Coin] זכית ב-Ruud: %d"
953 "[FountMagic] הוסר זן: %d!"
954 "[FountMagic] הוסר WCoin: %d!"
955 "[FountMagic] הוסר WCoinC: %d!"
956 "[FountMagic] הוסר נקודת גובלין: %d!"
957 "[FountMagic] הוסר RuudCoin: %d!"
958 "[FountMagic] אתה לא יכול להשתמש בזה כעת."
959 "[FountMagic] אין לך מספיק זן %d"
960 "[FountMagic] אין לך מספיק WCoinC %d"
961 "[FountMagic] אין לך מספיק WCoinP %d"
962 "[FountMagic] אין לך מספיק נקודות גובלין %d"
963 "[FountMagic] אין לך מספיק RuudCoin %d"
964 "[FountMagic] אין לך הרשאה להשתמש בזה"
965 "[FountMagic] אתה צריך רמה %d כדי להשתמש בזה!"
966 "[FountMagic] אתה צריך Reset: %d כדי להשתמש בזה!"
967 "[LuckyWheel] נדרש [%d] WCoinP כדי להשתמש בי."
968 "[LuckyWheel] נדרש [%d] נקודת גובלין כדי להשתמש בי."
969 "[LuckyWheel] נדרש [%d] Ruud כדי להשתמש בי."
970 "[PersonalStore] Espere 15 segundos para comprar de nuevo"
971 "[HappyHours] TotalNormalExp: [%d],TotalItemDrop: [%d]"
972 "[HappyHours] Duration %d Minute(s)"
973 "[HappyHours] End"
974 "[MasterHours] TotalMasterExp: [%d],TotalMasterItemDrop: [%d]"
975 "[MasterHours] Duration %d Minute(s)"
976 "[MasterHours] End"
977 "You've updated the status of your flag"
978 "Invalid information"
979 "You haven't unlocked the flag before"
980 "You already own this flag"
981 "Flag status change successful"
982 "Insufficient WCoinC balance"
983 "Flag price in WCoinC"
984 "Insufficient WCoinP balance"
985 "Flag price in WCoinP"
986 "Insufficient GlobinPoint balance"
987 "Flag price in GlobinPoint"
988 "You have successfully purchased a flag"
989 "[Trade] Valor necesario: %d Ruud!"
990 "Añadido(s) %d Ruud en tu cuenta!"
991 "Discounted %d Ruud from your account!"
992 "ATENCIÓN!! Todos los items en este almacén son soldados para Ruud Coin"
993 "Value to use: %d WP!"
994 "Guild (%s) get Points (%d)"
995 "[ViewItem] Tu nivel de cuenta no está permitido para el sistema."
996 "[ViewItem] El usuario ha desactivado la visualización de los equipos."
997 "[ViewItem] Has desactivado la visualización de tus equipos."
998 "[ViewItem] Has activado la visualización de tus equipos."
999 "No está habilitado para usar Muhelper Offline"
1000 "Necesita al menos %d nivel de usar el comando"
1001 "Necesita al menos %d restablecer para usar el comando"
1002 "Ya usas el comando"
1003 "No puedes usar el comando en esta ubicación"
1004 "No tiene el hechizo requerido para usar el comando"
1005 "[Invasion Manager] Invasion (%s) en el mapa (%s)"
1006 "I only have %d skills!"
1007 "I will fight without skills now!"
1008 "Skill changed!"
1009 "Switching Bolts!"
1010 "I dont have enough Bolts!"
1011 "You must wait before use botpet command again"
1012 "Name must be 4 chars or more"
1013 "Name must have 10 chars or less"
1014 "You have a BotPet alread"
1015 "BotPet number is out of range"
1016 "BotPet Dissabled!"
1017 "You cant create BotPet inside one event or duel map!"
1018 "This BotPet is only for VIPs!"
1019 "You need %d WcoinC and you have %d!"
1020 "You need %d WcoinP and you have %d!"
1021 "You need %d GlobinPoint and you have %d!"
1022 "You need %d Ruud and you have %d!"
1023 "BotPet already invoked!"
1024 "You cant invoke BotPet, remove your invocation!"
1025 "You cant invoke BotPet inside one event!"
1026 "Ok, im moving with you sir!"
1027 "I will stay here sir!"
1028 "Mmmm Mana...!"
1029 "I dont have Mana pots!"
1030 "I'm feeling better!"
1031 "I dont have HP pots!"
1032 "BotPet is DEAD, please create new one!"
1033 "BotPet is Logged Out!"
1034 "Thanks! i feel my lifes back!"
1035 "%s BotPet Created!"
1036 "You cant create a BotPet right now, try it later"
1037 "Name ready in use!"
1038 "I'm here to protect you!"
1039 "I have reached my maximum level!"
1040 "I'm feeling more power!!"
1041 "Only in safe zone!"
1042 "Thanks for the items Master!"
1043 "The new Skill Number is %d"
1044 "This is not for me!"
1045 "I need more mana!"
1046 "I have this skill already!"
1047 "[Anti-AFK] Current Warning Number: %d"
1048 "[Anti-AFK] Warping To Lorencia Safe Zone"
1049 "[Anti-AFK] Reducing Warning Number: %d from %d"
1050 "BotPet Status: Lives Remaining: %d"
1051 "Open (Friend System) -> Key(F)"
1052 "Incorrect Syntaxis use /botpet help"
1053 "Trade me to get lucky buff!"
end
